split,v0,theta_deg,drag,range
0,2.93419109866606931e+01,4.07753687832717659e+01,2.04879335360451456e-02,4.01004059276422069e+01
2,1.93893782585248289e+01,4.85913802551247827e+01,5.57139585594715117e-02,1.53065472002774126e+01
0,1.32191026469360970e+01,4.93365516310646655e+01,6.49334416956544591e-02,9.41509873618574389e+00
1,2.22384876528336548e+01,1.95384213829324054e+01,7.45340664559512867e-03,2.70447447126103810e+01
0,2.34259101706496509e+01,5.07655725497735872e+01,7.08932331261199200e-02,1.52244046448043200e+01
0,4.75880455700254856e+01,4.59719500643583388e+01,7.91833069835395642e-02,2.22031396406153192e+01
0,4.15727220319973867e+01,3.44469818438099935e+01,1.10054627775160434e-02,7.73144525985685505e+01
0,7.70106057077476152e+01,5.89210931185496136e+01,3.73195694045992607e-02,4.06970805024597908e+01
0,7.67905935806649751e+01,3.09500156352822806e+01,5.59774195275909194e-03,1.96810029577265169e+02
0,6.57582277327901181e+01,5.29100424607256983e+01,1.39108843965682458e-03,2.87916141496055275e+02
2,5.70111343786492313e+01,6.49446807566059903e+01,1.12797699245421965e-02,7.22507352070642099e+01
0,6.91516164097842534e+01,1.61612770070066247e+01,1.54979726606637412e-02,8.32457290306751929e+01
0,7.57126279935919229e+01,5.42595441753382985e+01,6.81578718157277996e-02,2.67022842248965695e+01
1,1.15832410220901920e+01,4.59073440806347577e+01,2.44191513268679217e-02,1.07396909398435287e+01
0,1.82673659005601081e+01,1.22637930461261409e+01,6.69075576721810117e-02,8.58894743949194250e+00
0,3.52184719278550205e+01,5.87293697545446349e+01,6.79351223946134258e-02,1.78457330131495695e+01
0,1.65510797129819807e+01,4.03331091899646168e+01,5.36804512183190891e-02,1.37438142580042069e+01
0,5.19667131137293978e+01,1.92407679187262879e+01,1.47173457584527864e-02,7.05576937642661619e+01
0,2.82254955643676055e+01,5.65425926195597057e+01,2.78866756562287238e-02,2.86395513142381972e+01
2,2.85037810392627868e+01,1.64058359887814831e+01,7.11044944081193758e-02,1.59605146915108396e+01
0,3.01829592053505920e+01,1.43821781987322392e+01,7.12146668375952252e-02,1.59102192944634133e+01
0,1.68400960309073042e+01,5.44903133772712920e+01,4.57375603442468845e-02,1.36874051419078562e+01
0,6.18661117266711287e+01,2.43022702839269407e+01,5.19257206945293176e-02,3.73297912282983901e+01
0,5.55470700719755044e+01,6.84671951169672184e+01,1.03434707542779322e-02,6.66505386885934143e+01
1,5.24555663448883678e+01,7.14906249054809138e+01,7.29288452177188212e-02,1.34510530917026649e+01
0,1.23831907594442807e+01,1.35892007771547032e+01,6.49203802482117009e-02,5.25650065257046606e+00
0,4.00624901247214211e+01,1.06037474256448476e+01,4.27159487821357764e-02,2.40101332725775514e+01
2,5.79642512929889833e+01,7.24255370121904605e+01,3.37873524125323690e-02,2.50137653964998172e+01
0,2.09442654932510450e+01,4.96893844785914993e+01,5.53642233586168417e-02,1.63251536972236266e+01
0,3.69960491260285522e+01,1.15350039264423021e+01,2.92014143578430210e-02,2.77166328556967159e+01
0,1.13883901828955825e+01,7.71045752055688780e+01,1.33963822739584519e-03,5.62093605864729806e+00
0,1.57300597954069445e+01,4.75870189488799440e+01,6.53187320866127769e-02,1.15404403649558205e+01
0,2.51517505999337736e+01,6.91955719689822075e+01,3.93187452627349401e-02,1.52786690534852632e+01
1,3.90255112798874038e+01,6.32576897293118208e+01,2.01577013084733650e-02,3.94636383693199804e+01
1,4.24268025401165900e+01,6.16741358602048280e+01,3.34070371582352657e-02,3.11429515172791120e+01
0,7.19165072132679057e+01,1.93089603479668455e+01,5.70908272881479745e-02,3.61306145151123346e+01
0,3.21660909521809302e+01,6.94671993743027940e+01,1.95445639253987204e-02,2.79094728784163308e+01
0,1.15024713394033959e+01,4.38478940082265467e+01,7.84577758786928099e-03,1.22963372122955619e+01
2,6.78356342739815545e+01,2.25465372059130047e+01,4.71591908904707979e-02,4.17249356907364231e+01
0,1.43292854761500941e+01,5.86838757051234552e+01,3.13490996411085049e-02,1.21402541979363150e+01
0,1.65094394863559835e+01,1.89766041431234669e+01,5.76002442038557952e-02,1.03257404716408949e+01
0,7.74227201717814495e+01,2.33547054742755797e+01,4.23767145558752584e-02,4.86613638245047753e+01
1,6.27355792689850915e+01,4.62047067502240623e+01,4.12972187920425879e-02,4.21115695866625330e+01
0,3.36497941945478516e+01,6.70016072051421077e+01,7.35193164789272047e-02,1.31402028769640218e+01
0,1.92525189133436996e+01,4.41067564319303642e+01,4.73684987729948298e-02,1.70101540119768089e+01
0,3.70711401220303074e+01,4.08129072710982612e+01,4.88744326224296727e-02,2.90609505562553920e+01
2,3.37436424946121463e+01,5.97169623422101026e+01,7.00239169964533004e-02,1.66895028590198677e+01
0,7.12108841009731179e+01,6.34742602780853886e+01,3.61505549777374913e-03,1.76042466323285481e+02
0,3.93127112119828013e+01,5.35445584350538866e+01,4.40039731070768145e-02,2.86583013705142235e+01
0,1.57431504210935422e+01,6.58507173776816757e+01,3.58086152738308627e-02,1.10155808276117639e+01
2,7.48763641651010374e+01,2.96414249919351747e+01,5.25599726802092951e-02,4.09663914553626185e+01
